speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Spouse of fteprrsmtatibes Friday, 19 September, 1913. Mr SPEAKER took the chair at 10.30 a.m. A quorum not being present, Mr Speaker adjourned the House at 10.35 * a m <",12
